סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
539 ,רומאנה ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,1275 ,140 ,330 ,584 ,110 ,72 ,39
540 ,ריחאניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1304 ,104 ,241 ,544 ,157 ,114 ,144
541 ,ג'סר א-זרקא ,32 ,חדרה ,32 ,חדרה ,0 , ,15547 ,1754 ,4397 ,6570 ,1477 ,795 ,554
542 ,ריינה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,17161 ,1444 ,3869 ,7303 ,1931 ,1415 ,1199
543 ,ראמה ,24 ,עכו ,24 ,עכו ,0 , ,8765 ,600 ,1633 ,3584 ,1036 ,820 ,1092
546 ,עין אל-אסד ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,949 ,68 ,212 ,395 ,121 ,78 ,75
547 ,טמרה )יזרעאל( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1684 ,145 ,439 ,732 ,174 ,93 ,101
549 ,גנות הדר ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1019 ,41 ,238 ,329 ,171 ,108 ,132
553 ,ניר בנים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,792 ,42 ,172 ,266 ,104 ,96 ,112
555 ,שדמה ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,510 ,26 ,101 ,169 ,73 ,58 ,83
559 ,בוסתן הגליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1106 ,99 ,276 ,395 ,129 ,77 ,130
562 ,בית אלעזרי ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1622 ,121 ,420 ,511 ,241 ,105 ,224
563 ,משמר דוד ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1357 ,159 ,496 ,402 ,191 ,45 ,64
564 ,רבדים ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,952 ,53 ,255 ,272 ,156 ,77 ,139
565 ,אזור ,53 ,חולון ,53 ,חולון ,0 , ,13838 ,1163 ,2531 ,4766 ,1655 ,1246 ,2477
566 ,גבעת שמש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,13 ,2 ,0 ,5 ,0 ,0 ,6
567 ,צרעה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1221 ,70 ,183 ,340 ,206 ,91 ,331
570 ,מעונה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,967 ,64 ,228 ,331 ,134 ,88 ,122
571 ,בית גמליאל ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1151 ,89 ,291 ,380 ,147 ,76 ,168
572 ,בית העמק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,756 ,65 ,137 ,242 ,67 ,75 ,170
573 ,מבקיעים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,545 ,61 ,90 ,235 ,49 ,62 ,48
574 ,גשר הזיו ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1722 ,65 ,425 ,557 ,321 ,162 ,192
575 ,יסעור ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,944 ,77 ,286 ,284 ,129 ,62 ,106
576 ,כברי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1241 ,81 ,277 ,373 ,182 ,98 ,230
577 ,יד בנימין ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,4458 ,504 ,1627 ,1550 ,504 ,156 ,117
578 ,סאסא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,540 ,44 ,72 ,163 ,64 ,51 ,146
579 ,כפר ראש הנקרה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1491 ,80 ,341 ,457 ,267 ,143 ,203
580 ,כרם מהר"ל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1011 ,70 ,256 ,313 ,149 ,88 ,135
582 ,כפר הנגיד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1031 ,72 ,195 ,366 ,126 ,112 ,160
584 ,זיקים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1093 ,103 ,208 ,365 ,156 ,102 ,159
585 ,לביא ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,737 ,58 ,169 ,291 ,65 ,46 ,108
586 ,מגידו ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,983 ,31 ,270 ,280 ,191 ,86 ,125
587 ,סביון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,5358 ,217 ,1023 ,1460 ,794 ,686 ,1178
588 ,בני ראם ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1417 ,135 ,372 ,493 ,186 ,98 ,133
589 ,בצת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,500 ,47 ,106 ,178 ,50 ,39 ,80
590 ,נווה אור ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,485 ,35 ,89 ,163 ,57 ,49 ,92
591 ,עשרת ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,1122 ,37 ,204 ,341 ,169 ,161 ,210
592 ,בני דרום ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,947 ,101 ,334 ,285 ,107 ,38 ,82
593 ,ערוגות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1018 ,81 ,255 ,314 ,156 ,74 ,138
594 ,צפריה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,995 ,124 ,325 ,323 ,97 ,21 ,105
595 ,לוחמי הגיטאות ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,870 ,92 ,192 ,322 ,80 ,50 ,134
596 ,מלכיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,534 ,21 ,96 ,164 ,84 ,55 ,114
597 ,פלמחים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,864 ,71 ,156 ,304 ,125 ,81 ,127
598 ,בית קמה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1175 ,60 ,362 ,357 ,235 ,56 ,105
599 ,פרוד ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,681 ,69 ,167 ,207 ,71 ,58 ,109
602 ,נירים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,566 ,38 ,106 ,197 ,52 ,54 ,119
603 ,אלקוש ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,300 ,8 ,36 ,115 ,37 ,42 ,62
604 ,בית עריף ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1071 ,83 ,220 ,349 ,154 ,129 ,136
605 ,כפר שמאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,609 ,69 ,201 ,183 ,52 ,48 ,56
606 ,מזור ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1197 ,60 ,294 ,375 ,190 ,111 ,167
607 ,מירון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,829 ,105 ,204 ,292 ,78 ,42 ,108
609 ,כפר חושן ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,927 ,74 ,241 ,337 ,98 ,88 ,89
610 ,סתריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1126 ,75 ,243 ,345 ,161 ,123 ,179
612 ,צרופה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1071 ,89 ,237 ,390 ,134 ,102 ,119
613 ,ציפורי ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1029 ,89 ,239 ,347 ,142 ,86 ,126
614 ,שומרה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,411 ,38 ,72 ,150 ,42 ,53 ,56
615 ,קדרון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1708 ,86 ,415 ,533 ,277 ,158 ,239
616 ,רינתיה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1061 ,93 ,280 ,323 ,145 ,71 ,149
617 ,ברקאי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,722 ,31 ,148 ,228 ,103 ,72 ,140
618 ,חדיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,958 ,94 ,226 ,310 ,139 ,69 ,120
619 ,בית גוברין ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,462 ,22 ,132 ,134 ,79 ,49 ,46
620 ,משואות יצחק ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,686 ,65 ,174 ,215 ,57 ,45 ,130
622 ,עין צורים ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,806 ,114 ,228 ,279 ,46 ,27 ,112
623 ,יראון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,495 ,37 ,86 ,169 ,58 ,41 ,104
627 ,ג'לג'וליה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10885 ,1112 ,2796 ,4490 ,1157 ,703 ,627
628 ,ג'ת ,32 ,חדרה ,32 ,חדרה ,0 , ,12761 ,1230 ,2859 ,5375 ,1312 ,1051 ,934
633 ,כפר ברא ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,4128 ,482 ,1071 ,1779 ,395 ,227 ,174
634 ,כפר קאסם ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,25405 ,2630 ,6496 ,10756 ,2650 ,1640 ,1233
635 ,מוקייבלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,4459 ,502 ,1194 ,1880 ,447 ,241 ,195
636 ,צנדלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1908 ,177 ,431 ,766 ,204 ,169 ,161
637 ,ערערה ,32 ,חדרה ,32 ,חדרה ,0 , ,20918 ,1855 ,4999 ,8547 ,2497 ,1559 ,1461
638 ,קלנסווה ,41 ,השרון ,41 ,נתניה ,0 , ,24209 ,2542 ,6290 ,10152 ,2401 ,1588 ,1236
648 ,מצר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,553 ,36 ,80 ,178 ,60 ,65 ,134
649 ,מייסר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,2144 ,194 ,546 ,891 ,240 ,136 ,137
652 ,אבטין ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2911 ,262 ,755 ,1172 ,322 ,227 ,173
654 ,כפר קרע ,32 ,חדרה ,32 ,חדרה ,0 , ,20149 ,1856 ,4699 ,8457 ,2222 ,1550 ,1365
658 ,שייח' דנון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,3012 ,277 ,639 ,1348 ,361 ,210 ,177
661 ,שער אפרים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1977 ,134 ,521 ,645 ,360 ,171 ,146
662 ,חוסן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1223 ,105 ,334 ,409 ,149 ,113 ,113
663 ,טירת יהודה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1266 ,105 ,355 ,411 ,174 ,77 ,144
664 ,כרם בן זמרה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,615 ,60 ,156 ,215 ,54 ,63 ,67
665 ,תקומה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,831 ,83 ,245 ,285 ,90 ,39 ,89
666 ,עומר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9064 ,434 ,2003 ,2703 ,1252 ,775 ,1897
667 ,ברעם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,717 ,36 ,132 ,229 ,92 ,71 ,157
668 ,מפלסים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,935 ,55 ,164 ,348 ,108 ,104 ,156
670 ,משמר איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,615 ,56 ,155 ,199 ,67 ,45 ,93
672 ,בית נקופה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,730 ,72 ,164 ,238 ,77 ,67 ,112
673 ,כפר טרומן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,855 ,69 ,188 ,282 ,121 ,94 ,101
674 ,לימן ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,762 ,40 ,168 ,260 ,123 ,62 ,109
675 ,הבונים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,442 ,24 ,95 ,117 ,66 ,35 ,105
676 ,עין השלושה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,431 ,35 ,67 ,141 ,40 ,48 ,100
677 ,הסוללים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1075 ,87 ,212 ,355 ,150 ,131 ,140
678 ,מעגן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,441 ,34 ,73 ,172 ,37 ,38 ,87
679 ,אביאל ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,840 ,56 ,252 ,275 ,120 ,66 ,71
680 ,אומץ ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,762 ,47 ,190 ,257 ,125 ,61 ,82
681 ,גבעת שמואל ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,28900 ,2523 ,6729 ,10208 ,3321 ,1951 ,4168
682 ,אליקים ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,929 ,86 ,220 ,316 ,81 ,86 ,140
683 ,גבע כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1065 ,70 ,279 ,345 ,158 ,79 ,134
684 ,היוגב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,920 ,102 ,219 ,332 ,64 ,47 ,156
685 ,בניה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,904 ,62 ,226 ,285 ,113 ,80 ,138
686 ,נווה ימין ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1275 ,84 ,229 ,432 ,185 ,128 ,217
687 ,עין איילה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1157 ,70 ,309 ,374 ,199 ,103 ,102
688 ,עלמה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,919 ,94 ,232 ,345 ,111 ,63 ,74
689 ,מגדים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1223 ,88 ,296 ,404 ,185 ,75 ,175
690 ,כפר אחים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,834 ,86 ,204 ,282 ,92 ,64 ,106
692 ,שפיר ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,956 ,102 ,294 ,322 ,105 ,52 ,81
693 ,נתיב הל"ה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,672 ,47 ,120 ,209 ,107 ,89 ,100
694 ,מעגן מיכאל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,2365 ,190 ,420 ,945 ,248 ,185 ,377
695 ,מגן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,631 ,51 ,100 ,197 ,84 ,49 ,150
696 ,כפר חב"ד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,7958 ,1056 ,2496 ,2817 ,586 ,398 ,605
697 ,בארותיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1088 ,65 ,292 ,332 ,208 ,58 ,133
698 ,בורגתה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1170 ,70 ,254 ,390 ,172 ,112 ,172
699 ,ניר ישראל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,915 ,69 ,233 ,284 ,141 ,53 ,135
700 ,חצב ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1353 ,112 ,350 ,442 ,173 ,117 ,159
701 ,ארבל ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,755 ,73 ,191 ,255 ,88 ,51 ,97
702 ,האון ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,189 ,8 ,16 ,75 ,22 ,18 ,50
703 ,גבעת עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,548 ,25 ,81 ,158 ,69 ,68 ,147
705 ,נחשונים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,532 ,37 ,118 ,159 ,71 ,46 ,101
706 ,גיאה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,855 ,70 ,214 ,256 ,110 ,56 ,149
707 ,כפר דניאל ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,704 ,30 ,185 ,200 ,135 ,73 ,81
708 ,עמקה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,881 ,87 ,194 ,300 ,97 ,82 ,121
709 ,תפרח ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,2239 ,313 ,851 ,694 ,141 ,108 ,132
710 ,בית זית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1584 ,106 ,306 ,530 ,199 ,169 ,274
711 ,עזריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1201 ,101 ,304 ,428 ,149 ,86 ,133
712 ,בן עמי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,814 ,76 ,164 ,279 ,88 ,93 ,114
713 ,רעים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,530 ,43 ,99 ,172 ,71 ,46 ,99
714 ,ארז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,653 ,51 ,116 ,277 ,64 ,51 ,94
715 ,להבות חביבה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1019 ,60 ,311 ,282 ,201 ,76 ,89
716 ,אייל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,594 ,55 ,132 ,204 ,53 ,60 ,90
717 ,חגור ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1057 ,77 ,248 ,338 ,158 ,96 ,140
718 ,ירחיב ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1136 ,89 ,218 ,421 ,139 ,154 ,115
719 ,תל קציר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,539 ,61 ,115 ,191 ,45 ,35 ,92
720 ,ניר גלים ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1186 ,106 ,426 ,385 ,117 ,57 ,95
721 ,שדה אילן ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,723 ,82 ,227 ,236 ,64 ,23 ,91
722 ,מגשימים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,945 ,67 ,184 ,293 ,137 ,85 ,179
723 ,בית הגדי ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,916 ,94 ,215 ,342 ,76 ,91 ,98
726 ,הודיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,825 ,75 ,203 ,255 ,108 ,44 ,140
727 ,תלמי יחיאל ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,912 ,70 ,210 ,334 ,111 ,81 ,106
729 ,משמר השבעה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,986 ,73 ,206 ,300 ,142 ,92 ,173
730 ,אליפלט ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,711 ,81 ,139 ,262 ,66 ,74 ,89
731 ,מישר ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,716 ,52 ,187 ,215 ,99 ,49 ,114
732 ,משמר הירדן ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,863 ,83 ,201 ,322 ,84 ,73 ,100
734 ,גן יאשיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,940 ,55 ,228 ,306 ,146 ,100 ,105
735 ,רמות מאיר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,787 ,41 ,193 ,223 ,139 ,82 ,109
736 ,גילת ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1651 ,136 ,407 ,612 ,205 ,122 ,169
737 ,עולש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1174 ,103 ,292 ,388 ,157 ,116 ,118
738 ,דור ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,410 ,63 ,64 ,154 ,25 ,50 ,54
739 ,שדה עוזיהו ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1549 ,158 ,384 ,554 ,161 ,139 ,153
740 ,אשתאול ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1161 ,100 ,292 ,426 ,123 ,85 ,135
741 ,שואבה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,629 ,36 ,125 ,199 ,85 ,75 ,109
742 ,מסילת ציון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,999 ,74 ,228 ,348 ,139 ,101 ,109
743 ,כפר שמואל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,936 ,78 ,246 ,300 ,142 ,57 ,113
744 ,תלמי יפה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,709 ,28 ,162 ,236 ,131 ,74 ,78
745 ,גמזו ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1148 ,128 ,344 ,369 ,128 ,60 ,119
746 ,ברכיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1247 ,141 ,322 ,440 ,120 ,100 ,124
747 ,בית שקמה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,854 ,75 ,202 ,300 ,92 ,64 ,121
748 ,מסלול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,797 ,62 ,208 ,277 ,121 ,63 ,66
749 ,פטיש ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1031 ,103 ,243 ,387 ,94 ,87 ,117
750 ,פדויים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,459 ,39 ,82 ,178 ,47 ,54 ,59
751 ,בית מאיר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,557 ,71 ,120 ,211 ,47 ,40 ,68
752 ,תעוז ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,667 ,73 ,159 ,220 ,68 ,49 ,98
753 ,ינוב ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,872 ,61 ,187 ,288 ,109 ,85 ,142
755 ,גורן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,670 ,59 ,136 ,249 ,66 ,69 ,91
756 ,בית עזרא ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1135 ,85 ,211 ,400 ,141 ,142 ,156
757 ,מצליח ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1362 ,137 ,263 ,486 ,145 ,145 ,186
758 ,יד חנה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1028 ,72 ,352 ,309 ,158 ,41 ,96
759 ,יציץ ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,814 ,68 ,163 ,295 ,86 ,92 ,110
760 ,בן זכאי ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,879 ,82 ,211 ,301 ,110 ,83 ,92
761 ,שובה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,798 ,103 ,255 ,269 ,64 ,47 ,60
762 ,בטחה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,875 ,59 ,194 ,313 ,117 ,99 ,93
763 ,שתולים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,2046 ,161 ,440 ,762 ,241 ,247 ,195
764 ,כפר מרדכי ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,714 ,41 ,190 ,215 ,97 ,58 ,113
765 ,משגב דב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,733 ,39 ,185 ,230 ,125 ,53 ,101
766 ,קוממיות ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,505 ,60 ,187 ,127 ,28 ,33 ,70
767 ,פורת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1352 ,128 ,313 ,476 ,165 ,145 ,125
768 ,כרמיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,704 ,65 ,171 ,249 ,80 ,49 ,90
769 ,ניר עציון ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,692 ,99 ,163 ,267 ,47 ,50 ,66
771 ,מבוא ביתר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1040 ,82 ,308 ,310 ,140 ,75 ,125
772 ,אמונים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1026 ,82 ,220 ,338 ,147 ,102 ,137
773 ,עמיקם ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,776 ,51 ,168 ,291 ,114 ,80 ,72
774 ,צוריאל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,447 ,47 ,78 ,171 ,51 ,48 ,52
775 ,יד נתן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,609 ,37 ,145 ,197 ,93 ,46 ,91
776 ,מחסיה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,500 ,51 ,134 ,174 ,41 ,37 ,63
777 ,נחשון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,691 ,58 ,126 ,214 ,81 ,68 ,144
778 ,תרום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,958 ,81 ,274 ,340 ,107 ,68 ,88
779 ,עמינדב ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,920 ,85 ,197 ,290 ,133 ,70 ,145
780 ,אורה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1190 ,116 ,240 ,446 ,139 ,117 ,132
783 ,אבן ספיר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,686 ,46 ,133 ,239 ,85 ,76 ,107
784 ,בית נחמיה ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,883 ,61 ,181 ,273 ,137 ,112 ,119
785 ,אחיהוד ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1007 ,97 ,208 ,380 ,123 ,92 ,107
786 ,כפר זיתים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,713 ,70 ,163 ,251 ,60 ,75 ,94
787 ,גבעת יערים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1259 ,104 ,237 ,466 ,147 ,144 ,161
788 ,זיתן ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1132 ,95 ,227 ,423 ,134 ,97 ,156
789 ,רנן ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,694 ,67 ,168 ,253 ,74 ,49 ,83
791 ,משען ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1036 ,78 ,237 ,352 ,133 ,108 ,128
792 ,נתיב השיירה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,569 ,44 ,100 ,209 ,61 ,54 ,101
793 ,גבעתי ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1029 ,104 ,245 ,359 ,109 ,88 ,124
